,PolyT_raw,PolyT_high_pass,Anti-Rabbit_raw,Anti-Rabbit_high_pass,DAPI_raw,DAPI_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass
3071341200043200144,940676827.0,3971130.548318435,96954581.0,1028672.1308375807,2501866831.0,14471940.617341835,216612324.0,1822163.219636781
3071341200043200145,1339850147.0,5001437.115978505,132736471.0,1395183.749582087,3583084761.0,17013520.244997844,307054546.0,2622103.502825444
3071341200043200147,848969601.0,5074382.311002893,85651984.0,985513.0008907642,1064750355.0,9429728.212789973,148555286.0,1662996.6703486748
3071341200043200149,1099054707.0,4964273.0848491825,107498643.0,1208376.8313000216,1761384576.0,11281222.993557567,190072606.0,1709844.0897431949
3071341200043200153,936999306.0,3888415.2530745617,103754956.0,1192759.0854831175,1865122330.0,9874405.480023995,165336903.0,1447805.140099853
3071341200043200155,948640086.0,4336503.811935851,113207303.0,1532287.9688664724,1607890580.0,9893738.383014347,153383620.0,1285346.7698429099
3071341200043200156,1667813878.0,6340550.851531515,182541979.0,1878295.9350082274,3769153085.0,18861162.714892883,325511304.0,2488604.0153171425
3071341200043300001,278344328.0,1239873.5910834435,34407354.0,294043.09625653026,151480612.0,1369921.0237054378,51391262.0,374016.9865645242
3071341200043300002,491318097.0,2246204.6232171776,54285882.0,416929.7908937336,362251931.0,3137713.1857187306,74838297.0,503752.5643138854
3071341200043300022,322671314.0,1357884.6710035745,23035503.0,227414.9538760612,668962255.0,4865594.966290395,54552112.0,336243.1489694247
3071341200043300026,571696613.0,2765612.7862399323,38990614.0,385619.8902673293,1307769186.0,29463029.394774057,105277894.0,661703.5074893914
3071341200043300031,622336207.0,2606516.022575827,46047273.0,470130.3282619292,1187096999.0,70836581.29612595,133353606.0,871598.3144725804
3071341200043300035,650977794.0,2248536.735824139,52348804.0,522647.88625865465,1601476719.0,62997362.952954225,161182800.0,1055734.872247862
3071341200043300042,125981324.0,563516.027563408,10136055.0,101413.08259514946,337354335.0,24553246.71944396,31948475.0,199886.40999355842
3071341200043300045,616951244.0,1763539.778175985,53840777.0,486728.4138306154,1549741460.0,67500372.41947906,182897157.0,1180936.8135914453
3071341200043300049,204589177.0,498283.7203157376,19082738.0,156266.54842162578,566936520.0,26152115.729778912,58049218.0,300984.96505866
3071341200043300050,290196397.0,817797.3731383544,26340505.0,218141.5709315317,789242799.0,32670931.80991586,81767717.0,426502.9833520236
3071341200043300052,225456398.0,724282.3052490277,21522265.0,198328.63566343742,659726168.0,17034390.303447105,73278883.0,426954.26465604414
3071341200043300055,295265064.0,1190043.3599198135,27576031.0,296279.9467849724,674611759.0,35985551.97781701,92094228.0,561162.047764041
3071341200043300056,384035396.0,1608469.4100703616,34466623.0,379919.86083585303,1019504801.0,23204821.148588963,121171276.0,865624.3613593255
3071341200043300058,277706620.0,1177324.7341382354,26221313.0,301876.9708385687,695224132.0,31322575.333367106,89796691.0,629806.2025551347
3071341200043300060,428344576.0,1782149.8124869263,34524527.0,396114.13136442663,908143203.0,57640135.00278102,99186631.0,811835.9867006034
3071341200043300062,252856671.0,1046608.0935910778,25206305.0,284816.20429682557,793293857.0,9839254.86840387,83950987.0,565487.8583721829
3071341200043300064,443729243.0,1699931.5192115644,45171615.0,512779.02106634935,1370630673.0,29818088.76585919,139960518.0,1001747.6011135844
3071341200043300070,450966302.0,1768436.9577520348,44855143.0,495026.46602084883,1553960734.0,56366205.61765519,137080469.0,1028523.3060065449
3071341200043300073,105304654.0,430756.41107577697,10393667.0,113627.24043262341,380693756.0,15613473.794996278,30429517.0,219177.64280950226
3071341200043300092,222965106.0,837007.2034672335,21952012.0,238785.78433470518,788804787.0,32606089.81936441,60937832.0,522820.6292439412
3071341200044100018,175612420.0,1617497.1262248382,63381786.0,807228.4619895455,57420356.0,817289.4725640741,58431321.0,665896.0042752243
3071341200044100027,52844914.0,513673.74551239936,27696890.0,330627.5942749404,11571677.0,199486.964755525,23484842.0,273195.728279512
3071341200044100030,241869969.0,2471148.163026677,123721952.0,1522780.6770408365,46462179.0,844103.9186174574,109672380.0,1236007.776730131
3071341200044100038,214470982.0,2228709.600960827,108272063.0,1343572.0263838351,45664031.0,817741.0127975157,95233342.0,1095315.0509079793
3071341200044100041,53597363.0,384680.78685921826,26898790.0,223382.25542025888,10260017.0,128026.85625767971,22792784.0,188004.87440993497
3071341200044100046,37033539.0,459536.9147821641,19811417.0,196011.5528738121,7708324.0,167841.05203578025,16802332.0,157614.87293563853
3071341200044100050,299753811.0,2215239.7741700937,129078611.0,1387878.3697898157,95676228.0,1112145.6224381595,115084358.0,1095430.6759837593
3071341200044100052,244767940.0,1890391.7384376456,123081303.0,1076747.7453216768,56047847.0,679458.6750778584,109274405.0,884766.0204716886
3071341200044200053,84659574.0,763674.3543907863,39930719.0,436667.7546392569,22429230.0,308429.3318092869,33685438.0,348756.80996403436
3071341200044200059,31743931.0,290242.0019406112,16751419.0,201004.17383968516,7085948.0,109527.37428163113,14271557.0,163812.77307333355
3071341200044200069,24655682.0,226602.40638606646,13282947.0,160622.39073426236,5515007.0,88285.59512980969,11181558.0,128886.2199204051
3071341200044200073,39546002.0,366171.0443308002,20561167.0,249341.02773285046,9040757.0,139456.35925162834,17244634.0,200647.2766921474
3071341200044200075,255652807.0,2554436.695175137,89329207.0,1121932.6381399934,82373029.0,1270629.3925047687,82207841.0,951387.3214176153
3071341200044200083,80894781.0,812715.6195140647,39934973.0,410901.39194510167,16326147.0,277240.8778378466,33163425.0,326723.9658174009
3071341200044200086,279051851.0,3130819.029720741,54725501.0,678144.404172131,164803482.0,2147049.6610811874,59051071.0,698538.560384775
3071341200044200100,184891645.0,1692861.3228780902,30621024.0,367967.5087513964,159623851.0,1598654.1108444852,34301674.0,360301.0716734374
3071341200044200101,34816059.0,332581.82922713377,15702751.0,183486.24324558149,8646193.0,137901.0358832042,13647345.0,148178.26723642298
3071341200044200109,124611922.0,1022273.8466842931,59271008.0,591396.2908922378,28105940.0,381355.78714369313,50607413.0,476146.9712027665
3071341200044200129,121951590.0,1013629.2293342936,65582440.0,692325.9616578675,22191353.0,312793.101292715,54683179.0,537395.9394903318
3071341200044200134,114260800.0,1007122.9184797468,53980771.0,527126.3925968561,23204633.0,308689.06575411966,45551168.0,410089.64802313317
3071341200044200142,135653971.0,1446452.7352860596,60511080.0,749273.5090284966,32975370.0,561621.2750395193,52075034.0,578200.9266420682
3071341200044200156,80518969.0,785860.31168185,35479873.0,440304.344124389,21220181.0,354444.7121243952,30627028.0,337114.7645588375
3071341200044200162,14798555.0,147940.03271667272,7326133.0,85774.10189335223,3409519.0,55471.014829759064,6230374.0,67419.55104797137
3071341200044200164,32770846.0,308170.67945130693,13430216.0,161498.23372865806,11786889.0,180438.1866422197,11725172.0,127221.44646019711
3071341200044200173,254073430.0,2145282.2729624333,127273806.0,1236968.0206770722,48503422.0,682515.6022852103,107015468.0,983630.2222214665
3071341200044200194,83437563.0,661869.5827767637,44711900.0,462805.69609054003,15213809.0,211342.17336353808,37673556.0,364695.8057177284
3071341200044200206,58320023.0,641440.5856492174,27907628.0,347326.4920744846,11477093.0,207963.24212410394,24191224.0,276743.40213943814
3071341200044200208,53830985.0,501886.3763701136,26396355.0,314342.4602010474,13462923.0,229758.63688128185,22782053.0,245653.35696693632
3071341200044200215,73326947.0,615781.3560342139,35775106.0,333848.959082523,14203716.0,184993.38838443998,30281212.0,269551.8264647992
3071341200044200235,131463593.0,1010597.7213487414,70850810.0,675231.4830012763,24236156.0,330248.518757085,60535267.0,542945.7849273417
3071341200044200246,13677513.0,135892.60116044327,7151157.0,88214.39553674961,2350477.0,42880.16169217937,6259334.0,69532.93247580707
3071341200044200253,133891212.0,1359044.212601386,71255834.0,869510.3255996357,22660757.0,420430.9674065412,62287922.0,691824.9540620847
3071341200044200258,63375590.0,484876.28987683676,34004852.0,303719.94431022595,12148455.0,159334.15894473428,28927892.0,243090.07276020368
3071341200044200269,47745870.0,470858.5531055425,23563189.0,244571.66771603606,10648815.0,175038.30456142046,19794243.0,196918.96065952213
3071341200044200272,48365030.0,386209.9569707859,26775547.0,264321.7421401985,9490943.0,139599.95277869882,22618672.0,212191.0029925371
3071341200044200275,128246461.0,1288722.5630799592,69813931.0,859943.6898772209,21638127.0,406005.2461735635,60263493.0,669535.5495964375
3071341200044200279,39430812.0,357671.95289195824,19321594.0,224231.59138572848,8716649.0,139551.69202705906,16641222.0,177123.13871018367
3071341200044200294,16583752.0,146776.54224641368,8585508.0,104079.83021129991,2452941.0,38881.53172385064,7335807.0,79862.29909921571
3071341200044200295,26097610.0,253607.3360404324,13041606.0,154302.20914260746,4675895.0,83761.7187719985,11336854.0,122077.32729175646
3071341200044200302,12974617.0,108669.15613860491,7106130.0,72000.99924934188,2376519.0,36245.2930063412,6089769.0,59348.936791337255
3071341200044200306,76039668.0,610596.3891632021,41568628.0,394873.212782637,14833823.0,210274.6132965979,35473119.0,319737.5358356278
3071341200044200317,79998484.0,804164.8202773337,41363389.0,502611.9585082643,13736468.0,248979.26186696027,35764620.0,389761.82998481416
3071341200044200319,70481501.0,572042.9199425143,38506690.0,397770.6724871461,13750476.0,211159.79822669688,33079377.0,322000.07919680886
3071341200044200328,13701255.0,92646.50360071842,7664413.0,66490.07472560254,2763956.0,35627.45093362731,6452175.0,52851.30079413818
3071341200044200330,99384332.0,1016674.3561143049,51625761.0,637981.0574297055,16998928.0,313848.92464779085,45366975.0,508041.75198660686
3071341200044200341,34772637.0,299594.06613811397,17846618.0,206639.88620444818,7598076.0,121253.27267516832,15142932.0,162042.525880985
3071341200044200347,27577353.0,187490.5715969478,15258214.0,135831.4612830693,5368689.0,66976.18906757332,12963267.0,110188.23309972956
3071341200044200349,30063278.0,273911.42049587745,15217260.0,167707.9109782499,5287901.0,75561.24440271148,13306770.0,140567.19528667183
3071341200044200353,58543433.0,631497.3359198682,30607165.0,378647.606284182,10676432.0,203601.1072318413,26842061.0,302383.75819121563
3071341200044200358,40086277.0,338973.42477732745,21870789.0,233199.3694831255,8593270.0,137551.64607923827,18262637.0,180456.7832136973
3071341200044200365,366393162.0,2906038.1725581866,194865038.0,1927864.5534355915,70672048.0,999487.376577161,171301936.0,1622529.122687196
3071341200044200371,52450900.0,555360.8011204858,27606691.0,345946.85615608183,9041709.0,171807.64888528374,24185542.0,274809.3629844646
3071341200044200376,11412810.0,103457.87691465022,6208783.0,76274.05797082461,2548676.0,43054.12688870811,5141252.0,59201.78902816542
3071341200044200388,54716502.0,496245.4077775946,27791775.0,343469.7235377358,9194391.0,148641.5192543052,24358399.0,278854.76227351866
3071341200044200390,46042792.0,477368.9340521647,24275131.0,302501.3688321433,7776835.0,145670.7100199074,21223338.0,244532.62319508503
3071341200044200410,40061787.0,356659.956304133,21554568.0,259014.56208655448,8576652.0,143633.4809733011,17859206.0,206334.95134437174
3071341200044200415,32601347.0,350444.17901997693,15301016.0,182691.18354966454,5909322.0,97197.20271508508,12992760.0,145318.69161816646
3071341200044200445,48312855.0,381843.12806514016,25901901.0,272211.4861094357,9992697.0,153488.2482527186,22293829.0,225714.89901548938
3071341200044200449,46111649.0,431130.24580993754,24245076.0,269160.42893757776,10176938.0,181435.49628985516,20056215.0,211374.63266575697
3071341200044200458,17270983.0,159234.17871046212,9085983.0,100565.60902016527,3542665.0,55242.64991552823,7824446.0,82413.43436759894
3071341200044200459,20993109.0,207197.16720924576,10561401.0,126363.25777552855,4633773.0,82600.21727746192,9035524.0,99525.29360044871
3071341200044200465,135484369.0,778859.4784377967,72967375.0,483008.4024147436,26714514.0,290255.70558352314,61469046.0,387189.8570212312
3071341200044200471,50742756.0,547884.0270497315,28042779.0,264718.8956768486,9659945.0,198122.8370399607,24010409.0,210611.72764139425
3071341200044200480,27611934.0,306170.9791869908,14616538.0,139337.45048481363,5455033.0,107552.44616514706,12544776.0,116609.55031599147
3071341200044200491,31110074.0,479074.1878468858,16343578.0,163546.69756720494,5963995.0,136463.75518847784,13769560.0,132282.04349797725
3071341200044200493,37100758.0,289290.8039617279,16708939.0,187548.2316503222,13087550.0,157299.3048700415,14742814.0,150213.91813205575
3071341200044200496,21677442.0,172618.0237942918,10498985.0,118532.78029871034,6367994.0,82084.65506321436,9061988.0,92210.38269486396
3071341200044200514,57777851.0,477230.8249278704,26367169.0,290428.6727192297,17134252.0,223901.97602010804,22658985.0,228341.41342696248
3071341200044200517,10837124.0,136260.31464499803,5753295.0,55553.84577873832,2242293.0,49701.15867706465,4804896.0,45122.09654328437
3071341200044200521,48446744.0,581320.5908546548,25632914.0,249852.17114540175,9170726.0,201304.8303507907,21629352.0,196112.9608722231
3071341200044200522,32067858.0,392303.72565987834,17094126.0,168793.61260469706,6062542.0,132384.20669840326,14380737.0,131806.71705733796
3071341200044200524,18614927.0,228160.52170814958,9944785.0,98196.88322004142,3508427.0,76301.61479974605,8350219.0,75108.66458406013
3071341200044200530,40004761.0,387434.1918751504,18421273.0,203686.1749605619,10663605.0,150095.30051419488,15888388.0,158110.78791895183
3071341200044200541,29512568.0,359338.21974548476,15759631.0,154931.62950901364,6279550.0,137272.35626863444,13314677.0,125211.08518430301
3071341200044200542,21426801.0,264534.6542118636,11733916.0,120626.98634738149,4033981.0,90980.63904681875,9790138.0,93837.25197985175
3071341200044200551,59618922.0,635274.6517625279,32818926.0,298009.5579051313,10370868.0,195404.42036046833,27346076.0,234576.48843742133
3071341200044200556,24454489.0,187277.14913772582,13005662.0,132521.260150898,4715244.0,60963.87031553035,10957865.0,100542.06794630646
3071341200044200571,64729506.0,479194.8054647097,33797388.0,293768.8750553936,11846235.0,144948.21861701822,28240875.0,234894.66110408946
3071341200044200598,10860884.0,128357.24495974489,5446284.0,50566.80619215887,2387087.0,51661.998900303646,4648172.0,39575.712449019455
3071341200044200621,37282440.0,455423.72369635105,18954663.0,183911.79878533643,8005457.0,178053.83432326146,16093333.0,145990.06474408932
3071341200044200636,47497040.0,591846.3149871056,21628068.0,200598.06402873006,9578447.0,202529.55953359752,18573558.0,158837.09513986117
3071341200045100004,2017902943.0,13598308.537041666,172249273.0,2955955.289058389,1334089353.0,12773900.357043205,301075114.0,4589945.651578308
3071341200045100009,744651139.0,4983524.813103332,64804174.0,1088183.3439928151,471084989.0,5707790.855515072,123742674.0,1734817.9328897132
3071341200045100011,449442061.0,2664001.2890782394,41533953.0,693958.8843408421,249210768.0,2449032.174592806,80872198.0,1209688.792690149
3071341200045100012,1379277044.0,8698122.839400845,113397303.0,1871386.0873006198,1011490751.0,9696221.86773611,220196006.0,3116396.491840768
3071341200045100015,190738186.0,1113218.6659950237,19402589.0,321028.6447150965,114288864.0,862576.1949532351,38542403.0,566582.9567541912
3071341200045100016,325532143.0,1772021.3391327213,32455282.0,526721.3513804269,223401869.0,1880981.4570626663,68683534.0,1006161.1568290688
3071341200045100017,490761519.0,3061316.8522648094,43619664.0,726336.5485109196,349871649.0,2963276.2774294713,76382957.0,1029055.0764688192
3071341200045100018,1863169553.0,10638815.420176256,132683107.0,2161619.213224917,1569395187.0,13982053.269180242,274619794.0,3455938.454647928
3071341200045100021,387629242.0,3991304.9871086655,36249954.0,581246.1680935952,284541975.0,4789485.2035700595,71325455.0,1345526.82274421
3071341200045100022,1601301330.0,7045376.978299044,104852697.0,1678623.7068127892,1410447115.0,8420935.717458874,233401628.0,2609959.0984051973
3071341200045100023,1276934394.0,7782311.3246569205,78460928.0,1250273.5539415441,1159726023.0,9924475.536713403,176229655.0,2024704.6187369213
3071341200045100024,379938544.0,2147746.0499265254,29202571.0,477649.61953614606,299225323.0,2493344.972358805,58109403.0,725541.3216281518
3071341200045100025,236172853.0,1986494.7549685407,45007457.0,748506.4170139551,245483457.0,2610304.8615886834,53648899.0,798107.692367641
3071341200045100026,1150784188.0,4840289.872522607,66707394.0,1063853.1235251476,1073728337.0,6220489.580628613,156467380.0,1696198.2906069797
3071341200045100027,1451810056.0,7135419.794769421,81827539.0,1313452.560737112,1365855634.0,9146694.08049679,185256926.0,2080434.5607591448
3071341200045100029,1858865960.0,9609872.041430056,112906576.0,1798794.5670093803,1878575594.0,14118643.250064412,245976485.0,2870876.8506386895
3071341200045100030,637716680.0,4397763.154812863,58024611.0,969292.8787875233,494998439.0,3703658.9739267966,112184662.0,1613631.3305638088
3071341200045100032,1028649903.0,4092682.4928276455,60300745.0,966091.0013538747,1119439228.0,6164020.981527098,141941452.0,1591570.0377874065
3071341200045100033,1284051596.0,6349430.043173711,72418732.0,1174412.8997350815,1247422668.0,9124602.725670137,173429451.0,2009459.2325808234
3071341200045100034,1060999109.0,4500752.353540295,61188019.0,978411.1517813825,1135592110.0,7066047.952175686,144431254.0,1600255.0690293459
3071341200045100037,274919213.0,2302212.60539153,39121089.0,644896.6865888281,414944487.0,4265362.137861518,48035488.0,690958.3341780809
3071341200045100038,874699956.0,3716509.2000256456,52419496.0,838780.1339626453,862678215.0,4514496.296295035,129603364.0,1386708.041325639
3071341200045100040,885967266.0,6666411.197087489,134906078.0,2259231.9690075256,1331422471.0,11067029.246252825,161372291.0,2356082.4946258925
3071341200045100042,1072992027.0,4367059.8027841365,64250289.0,1033281.2892685586,1348282604.0,8006806.406199837,157496470.0,1661588.9817000064
3071341200045100043,237485258.0,1683058.5761022344,19836367.0,318653.4742445607,225412826.0,3071041.249950157,37812611.0,601578.2616315895
3071341200045100044,730220177.0,3742649.084559857,47090304.0,755717.3388087113,789576212.0,3952014.79752585,106094688.0,1213147.162858983
3071341200045100045,605844338.0,3191710.495660902,38782743.0,618777.8070509736,681312401.0,3940812.272530359,93192656.0,1199981.9301857597
3071341200045100046,216899668.0,2269233.7405168833,22567523.0,362235.3156422346,296591667.0,3351875.1982461787,30909165.0,444754.3839430779
3071341200045100047,963181360.0,3691967.329199202,61102403.0,975670.9715613193,1009764217.0,4134741.980914002,155515304.0,1656033.2558113711
3071341200045100051,1145865562.0,4473481.14079776,68750233.0,1116209.4922780774,1152721596.0,6280758.266881579,177249198.0,1869253.7478379942
3071341200045100052,305491284.0,2870686.9401904503,34997675.0,598092.0039785798,203054210.0,2410264.305648375,54854541.0,824417.7069060286
3071341200045100053,791732864.0,4453285.211796589,65455714.0,1074363.8831599187,834732227.0,5873060.468700543,114479488.0,1645948.6434955632
3071341200045100055,349647615.0,2568283.202066694,26708596.0,438140.88923093746,381518352.0,2604308.6965697077,59692465.0,1019434.0599212621
3071341200045100059,841426019.0,3280469.7439607475,52686633.0,848051.9082801555,1180007745.0,6156889.365657934,128564126.0,1209909.5253412433
3071341200045100060,1225788170.0,6070356.7046316285,68814780.0,1114052.5309350525,1389250775.0,11113569.405148385,174116455.0,1755659.0856940958
3071341200045100065,1008060253.0,3995734.9641107544,56413116.0,928867.8124136059,1113225519.0,6245897.129609685,150735998.0,1720080.4204471605
3071341200045100066,790113298.0,4600280.482560789,56181222.0,913304.009751266,1089153813.0,8206516.279805389,129602723.0,1619444.6488457846
3071341200045100067,589333150.0,2452752.984018366,35131851.0,571109.1767297324,888570595.0,6088237.510761974,89873423.0,969615.8754259429
3071341200045100069,984498624.0,4231440.114434903,58147462.0,938242.5789997149,990315921.0,6210341.696763754,151227302.0,1688220.188983092
3071341200045100070,831442315.0,3711138.412305242,50681573.0,829022.5508662581,1023521173.0,6299176.73770877,128829518.0,1336209.4478107875
3071341200045100071,919879541.0,4108735.4529297473,59378551.0,953591.5696146738,1454749005.0,10483317.408939283,149903822.0,1710027.745028616
3071341200045100076,1025906133.0,5618142.554080294,57507861.0,954476.9953770648,1103897309.0,8613832.90416215,153489273.0,1891636.863271533
3071341200045100077,1249824576.0,6404993.5876932535,82161502.0,1348486.652576763,2071898892.0,15630062.727043146,214099982.0,2142284.7473092033
3071341200045100080,870982862.0,4054179.0256547993,55225567.0,907299.7354814125,1534195305.0,10050528.80084217,156210271.0,1689193.6043500486
3071341200045100081,675747737.0,2757397.921819398,40211081.0,653531.4145770363,948484500.0,4906196.72046725,107589571.0,1175953.8141438412
3071341200045100082,1920935586.0,8477393.653726716,129247610.0,2128011.303538083,2893549725.0,16231262.077295426,310193752.0,3468322.0126160113
3071341200045100088,452010470.0,3849396.7180661503,33244913.0,562267.8265239708,437622913.0,4513695.174099668,85564137.0,1185471.0252973624
3071341200045100089,734801465.0,2795166.009922051,44526984.0,735261.6627130136,1073036655.0,5703152.196573013,126510859.0,1361690.9973082887
3071341200045100092,1159576213.0,5179378.822096009,74969343.0,1234794.1027278248,1870352763.0,11050163.005709872,224607892.0,2393612.453899153
3071341200045100094,888158533.0,3768842.943409124,50367735.0,826917.0657090016,1214905938.0,6523116.638375903,144326809.0,1327351.8854650003
3071341200045100097,936388895.0,4763178.774501001,69933230.0,1164640.7406573286,1067107400.0,6961873.479053722,152122191.0,1755644.793566867
3071341200045100101,716883010.0,3668380.8232364436,48741667.0,823807.0111536089,1118834627.0,7078571.814999327,132762414.0,1430230.7813699166
3071341200045100104,286488327.0,1408180.6332291428,22742330.0,375298.76801194344,312561851.0,1563151.3508863458,53047163.0,711960.0080975848
3071341200045100105,1088723641.0,4365989.595521778,66825586.0,1117946.4958245186,1688631584.0,8967285.404790873,189982153.0,2005038.5645097746
3071341200045100109,566690167.0,3953772.0146172545,44324141.0,755644.4225665112,541748365.0,5280976.245679115,124562228.0,1590577.9233583105
3071341200045100112,232791899.0,859927.9736837158,15266726.0,258767.4136764137,269491738.0,1107492.960768337,49146302.0,601823.8782841739
3071341200045100113,164716873.0,996726.5148593388,13247401.0,222825.53028914207,185739625.0,1053239.0713344305,31474639.0,360292.3998030879
3071341200045100115,352058332.0,3117456.037265777,50267680.0,610214.614682277,151151183.0,1943807.9036601156,66590311.0,898031.8049822743
3071341200045100117,1657224337.0,7524464.976668347,88277481.0,1486729.9389279499,2058316839.0,13403572.07254383,205595475.0,2468989.029661835
3071341200045100118,1103052442.0,4518894.778040826,62934259.0,1066101.0566714515,1513452717.0,7755092.098781158,185145735.0,1847182.667859865
3071341200045100122,913474412.0,3820416.6911867205,64324020.0,1081629.2540818434,1172762445.0,5626997.018187497,155799440.0,1823458.5146374824
3071341200045100124,264890000.0,2329935.5688876766,21023884.0,354413.91508475505,212432232.0,2491146.123220087,56284079.0,675263.0256709964
3071341200045100129,543115858.0,2151366.663631182,31238991.0,526503.7133032513,668370752.0,3859453.451550511,90899143.0,1075276.6418498438
3071341200045100130,731958676.0,3918831.335351848,48654187.0,813697.7043019533,1083078247.0,8252932.525148982,130569549.0,1505605.7115343201
3071341200045100131,1716410409.0,7039617.386111047,102800558.0,1726597.577039594,2254188464.0,12828803.862451274,242340348.0,2747081.766947753
3071341200045100132,799227499.0,4095617.380039978,61788587.0,1053248.6492702968,1143423901.0,7132151.338559911,150645857.0,1765769.3719824543
3071341200045100143,507463716.0,1961860.0326846363,30351187.0,462890.58832014515,517218896.0,3773643.242334316,91023638.0,950728.6923799589
3071341200045100144,1523865926.0,5361200.418963097,94496632.0,1334887.9024630324,2389265856.0,10446805.84241306,269793950.0,2685445.443082405
3071341200045100145,1271116112.0,5881213.008338671,69777044.0,1058665.1309555443,1524603603.0,10453097.06860396,161552509.0,1640095.1491037442
3071341200045100149,118458049.0,518465.40433240024,7848182.0,107817.00982488012,142412711.0,904293.9832550331,24306902.0,348896.32572090905
3071341200045100151,743506694.0,4476190.397399732,48624670.0,554211.5325455393,714621730.0,4877340.665644519,130974490.0,1165875.8897990587
3071341200045100154,1186293752.0,4023272.1891941857,71994288.0,764107.9876974637,1771293002.0,7754439.26238536,203128211.0,1386784.002438378
3071341200045100156,635568660.0,2172480.4432796827,43197749.0,482728.79551770247,678758363.0,3645955.5502176136,124523715.0,880452.803318895
3071341200045100157,465309595.0,1698391.2310410014,30691249.0,347141.37987346965,448931665.0,1967860.9947194234,96509663.0,828589.498350341
3071341200045100159,1074224074.0,3200525.1211160654,59620782.0,628425.6201762604,1589563080.0,6434831.045935214,145295526.0,1098010.5255785277
3071341200045100164,787303960.0,3017813.111243324,45766489.0,452114.51691429486,919576224.0,5414483.228972033,112505652.0,858891.1308706843
3071341200045100168,758715535.0,5881554.934385134,51799772.0,533405.2853259471,697062613.0,7871071.050177908,135716794.0,1067444.9496408529
3071341200045100171,459022135.0,1863051.5753202252,30741265.0,314333.6115505691,550535309.0,3234439.0987078524,94681753.0,738063.3164806976
3071341200045100176,509052824.0,1996804.14819665,35997948.0,395367.54794596817,564737580.0,2935279.975698058,107599063.0,1001035.5716521374
3071341200045100178,815333461.0,3653346.306723327,43292491.0,475254.4956272941,1197622143.0,7409739.166209709,116501120.0,1022118.122989119
3071341200045100179,490379358.0,5045384.088203145,44413565.0,535138.9586396129,444509091.0,6010779.697380539,96847206.0,1246666.2926451892
3071341200045100180,188741097.0,1118581.7628170222,13638476.0,158276.07810812898,204214750.0,1430583.36409027,40771388.0,358279.7468800412
3071341200045100181,618539670.0,2499092.3484892277,34101515.0,375588.7106489819,839460024.0,5444588.3458389,93316955.0,900248.6379876246
3071341200045100185,366647028.0,1593940.105231587,29523191.0,333729.26309893344,379235629.0,2321334.3476235983,79725255.0,748904.3456550428
3071341200045100187,1037914174.0,4797505.957382012,58400618.0,644863.2852019246,1290083805.0,8091190.028800299,150628068.0,1197487.9487249448
3071341200045100189,968732768.0,4634380.83316294,54446440.0,600869.9188248808,1185637203.0,9046229.460680773,145789132.0,1237314.8762366786
3071341200045100191,669142632.0,4092177.6725993883,37104368.0,412893.37658174935,840862770.0,6558379.293898569,96308105.0,806836.2962143552
3071341200045100194,305658575.0,2381482.617717413,25623661.0,275723.0401430439,268324657.0,2677277.0457423492,60024946.0,576798.3419707727
3071341200045100196,425707843.0,2416633.101735525,41921554.0,453699.9740169919,270413158.0,1955575.492674936,68909791.0,807209.5385297791
3071341200045100206,496519881.0,3880493.2331211423,44301758.0,487258.1266312391,391705923.0,4100501.357049405,78312489.0,973745.4677163847
3071341200045100207,206496529.0,1570328.5817894933,29997515.0,324437.4056049225,213420162.0,1898273.8430915754,36329490.0,339440.1207602256
3071341200045100209,27320985.0,270889.6532749576,7140140.0,76329.17136208082,22802886.0,406956.8713988188,7323180.0,74943.57918489924
3071341200045100210,1569022789.0,8458003.692469323,111125237.0,1153567.6699822347,1655045449.0,12932354.137770766,212609884.0,2171497.574037715
3071341200045100217,130338311.0,426024.55490465596,10402331.0,104095.67132365656,130221826.0,908754.928949593,20733988.0,184426.7464145951
3071341200045100219,1214108989.0,7665764.3015777785,68310585.0,689276.8219563776,1422681040.0,13188548.257594561,149760855.0,1366868.7527910334
3071341200045100220,1928514786.0,11104683.836187424,132153816.0,1344048.1683622696,2073807759.0,16297202.256063083,262374526.0,2650859.621241817
3071341200045100224,2824854250.0,13673228.766442683,199372503.0,2015169.2612614306,3288200093.0,23668066.970940683,344544110.0,3097491.60182452
3071341200045100226,1073225482.0,3738518.7503151465,59141214.0,590422.5556502269,1380255740.0,9044823.493755233,124979940.0,1035466.6031223824
3071341200045100230,1013428493.0,3482696.888573868,59186437.0,595093.5681134381,1158950604.0,6875706.228271745,123712150.0,1030919.0221515608
3071341200045100231,1495584466.0,5474073.301740152,82633933.0,834261.4149382312,1917325571.0,10550593.944926796,170494621.0,1321825.7386445904
3071341200045100233,357682128.0,4458234.019105934,32338038.0,335189.3339396484,517298713.0,7010031.65529405,46128388.0,534378.8442994272
3071341200045200009,1294550178.0,9340491.274314359,127874570.0,2166843.89035018,793776715.0,10551883.591575239,182705577.0,2689652.800800018
3071341200045200010,592235656.0,5045578.13223456,84660823.0,1487661.0796627202,702012053.0,7005239.715404691,103802331.0,1592332.5783085767
3071341200045200011,784451252.0,4531816.369803417,93088249.0,1595992.8093776049,880209171.0,6238899.980008314,128378449.0,1892836.6219281375
3071341200045200015,1402224388.0,8994527.64510767,98891249.0,1641027.25209438,1080178472.0,9602218.971842568,199623468.0,2696110.8896746915
